,Listing Type,Address,Prices,Lat,Lon,Zip,Sq Ft,Beds,Baths,Price per Square Foot
4715,For Sale,"7271 W Weaver Pl in Woodmar Square Park, Littleton, 80123",455000.0,39.600339,-105.078175,80123.0,2509.0,3.0,3,181.34715025906735
4716,For Sale,"6349 S Ponds Way, Littleton, 80123",825000.0,39.601808,-105.048394,80123.0,3612.0,4.0,3,228.40531561461793
4717,For Sale,"4329 S Independence Ct, Littleton, 80123",469000.0,39.638039,-105.106278,80123.0,2599.0,3.0,3,180.454020777222
4718,For Sale,"4899 S Dudley St Apt K11 in Southwest Denver, Littleton, 80123",192000.0,39.626829,-105.095541,80123.0,608.0,0.0,1,315.7894736842105
4719,For Sale,"31 Brookhaven Ln in Columbine Valley, Littleton, 80123",1995000.0,39.608384,-105.031718,80123.0,7552.0,4.0,6,264.16843220338984
4720,For Sale,"9195 W Wagon Trail Dr in Southwest Denver, Littleton, 80123",359999.0,39.628524,-105.100519,80123.0,1616.0,3.0,2,222.77165841584159
4721,For Sale,"9011 W Stanford Ave in Southwest Denver, Littleton, 80123",380000.0,39.634841,-105.098763,80123.0,1369.0,3.0,2,277.57487216946674
4722,For Sale,"2694 W Grand St in Centennial, Littleton, 80123",609000.0,39.625748,-105.020103,80123.0,1746.0,3.0,4,348.79725085910655
4723,For Sale,"6374 S Chase St in Leawood, Littleton, 80123",510000.0,39.600177,-105.056866,80123.0,1956.0,4.0,2,260.7361963190184
4724,For Sale,"2895 W Riverwalk Cir Apt 304 in Centennial, Littleton, 80123",249500.0,39.619378,-105.022627,80123.0,802.0,1.0,1,311.09725685785537
4725,For Sale,"3547 W Alamo Ave in Goddard, Littleton, 80123",371000.0,39.612926,-105.034102,80123.0,1750.0,3.0,2,212.0
4726,For Sale,"5540 S Jellison St in Governors Ranch, Littleton, 80123",595000.0,39.615749,-105.107854,80123.0,3682.0,4.0,4,161.59695817490496
4727,For Sale,"9856 W Walker Pl in Kipling Hills, Littleton, 80123",395000.0,39.59897,-105.10769,80123.0,1570.0,3.0,2,251.59235668789808
4728,For Sale,"5822 W Maplewood Dr in Leawood, Littleton, 80123",440000.0,39.604663,-105.061111,80123.0,2417.0,4.0,2,182.04385601985933
4729,For Sale,"4899 S Dudley St Apt J16 in Southwest Denver, Denver, 80123",195000.0,39.626829,-105.095541,80123.0,706.0,2.0,1,276.20396600566573
4730,For Sale,"4899 S Dudley St Apt H5 in Southwest Denver, Littleton, 80123",228900.0,39.626829,-105.095541,80123.0,706.0,2.0,1,324.22096317280455
4731,For Sale,"4452 S Jellison Way, Littleton, 80123",609000.0,39.636018,-105.107633,80123.0,4463.0,3.0,4,136.45529912614833
4732,For Sale,"4899 S Dudley St Unit 14 in Southwest Denver, Denver, 80123",169000.0,39.62682,-105.095543,80123.0,511.0,1.0,1,330.7240704500978
4733,For Sale,"5930 S Camargo Way in Goddard, Littleton, 80123",1250000.0,39.608545,-105.039985,80123.0,4597.0,4.0,4,271.91646726125737
4734,For Sale,"8714 W Swarthmore Pl in Melody Hills, Littleton, 80123",415000.0,39.635252,-105.094882,80123.0,2224.0,3.0,2,186.60071942446044
4735,For Sale,"9385 W Wagon Trail Dr in Southwest Denver, Denver, 80123",390000.0,39.629541,-105.102513,80123.0,1658.0,4.0,2,235.22316043425815
4736,For Sale,"4760 S Wadsworth Blvd Unit H304 in Southwest Denver, Littleton, 80123",197000.0,39.63532,-105.080008,80123.0,669.0,1.0,1,294.4693572496263
4737,For Sale,"5214 S Jellison St in Governors Ranch, Littleton, 80123",347900.0,39.621872,-105.107275,80123.0,1987.0,4.0,4,175.0880724710619
4738,For Sale,"4384 S Hoyt St, Littleton, 80123",597000.0,39.63722,-105.103888,80123.0,3920.0,5.0,5,152.29591836734693
4739,For Sale,"5041 S Garrison St in Southwest Denver, Denver, 80123",415000.0,39.625473,-105.102191,80123.0,2155.0,3.0,3,192.5754060324826
4740,For Sale,"4899 S Dudley St Apt K17 in Southwest Denver, Denver, 80123",195000.0,39.626829,-105.095541,80123.0,706.0,2.0,1,276.20396600566573
4741,For Sale,"3046 W Prentice Ave Unit D in Centennial, Littleton, 80123",295000.0,39.617805,-105.025386,80123.0,887.0,2.0,2,332.5817361894025
4742,For Sale,"6452 S Dover St in Kipling Hills, Littleton, 80123",395000.0,39.599441,-105.094055,80123.0,1298.0,3.0,2,304.3143297380586
4743,For Sale,"2695 W Bellewood Dr in Centennial, Littleton, 80123",660000.0,39.625584,-105.020233,80123.0,2111.0,3.0,4,312.64803410705827
4744,For Sale,"2980 W Centennial Dr Unit J in Centennial, Littleton, 80123",322900.0,39.619258,-105.025718,80123.0,1005.0,2.0,2,321.29353233830847
4745,For Sale,"5441 S Knox Ct in Goddard, Littleton, 80123",390000.0,39.618089,-105.033735,80123.0,2240.0,4.0,2,174.10714285714286
4746,For Sale,"9597 W Dorado Dr in Governors Ranch, Littleton, 80123",539000.0,39.613111,-105.105395,80123.0,3351.0,3.0,3,160.84750820650552
4747,For Sale,"9310 W Coal Mine Ave in Stony Creek, Littleton, 80123",427900.0,39.594398,-105.101956,80123.0,2406.0,4.0,4,177.84704904405652
4748,For Sale,"9862 W Rice Ave, Littleton, 80123",745000.0,39.637934,-105.108214,80123.0,4781.0,6.0,5,155.82514118385276
4749,For Sale,"7343 W Walker Pl in Woodmar Square Park, Littleton, 80123",445000.0,39.599625,-105.078814,80123.0,2587.0,3.0,3,172.0139157325087
4750,For Sale,"2897 W Riverwalk Cir Apt 205 in Centennial, Littleton, 80123",340000.0,39.620915,-105.021876,80123.0,1187.0,2.0,2,286.4363942712721
4751,For Sale,"6048 W Fair Dr in Leawood, Littleton, 80123",460000.0,39.603564,-105.063879,80123.0,2947.0,3.0,2,156.09093993892094
4752,For Sale,"4385 S Balsam St Unit 1-101 in Southwest Denver, Denver, 80123",279900.0,39.636744,-105.090017,80123.0,1036.0,2.0,2,270.17374517374515
4753,For Sale,"7040 W Arlington Dr in Grant Ranch, Littleton, 80123",699000.0,39.618846,-105.076312,80123.0,3723.0,3.0,3,187.7518130539887
4755,For Sale,"5928 S Newland St in Leawood, Littleton, 80123",479900.0,39.609298,-105.069407,80123.0,3003.0,4.0,3,159.80685980685982
4756,For Sale,"5425 S Lowell Blvd in Goddard, Littleton, 80123",530000.0,39.618367,-105.03598,80123.0,1358.0,3.0,1,390.279823269514
4757,For Sale,"5006 S Prince Pl in Centennial, Littleton, 80123",574990.0,39.626095,-105.020219,80123.0,1818.0,2.0,4,316.2761276127613
4758,For Sale,"5670 S Benton Cir in Southwest Denver, Littleton, 80123",1300000.0,39.613741,-105.055194,80123.0,5126.0,5.0,5,253.6090518923137
4759,For Sale,"8100 W Quincy Ave Apt A1 in Southwest Denver, Denver, 80123",169900.0,39.637754,-105.088303,80123.0,815.0,1.0,1,208.46625766871165
4760,For Sale,"3536 W Powers Pl in Goddard, Littleton, 80123",278000.0,39.613914,-105.034271,80123.0,1716.0,4.0,2,162.004662004662
4761,For Sale,"5968 S Zenobia Ct in Goddard, Littleton, 80123",725000.0,39.608632,-105.052353,80123.0,4326.0,6.0,4,167.5913083680074
4762,For Sale,"6436 S Pierce Ct in Dutch Creek Village, Littleton, 80123",519000.0,39.599706,-105.073137,80123.0,2615.0,3.0,3,198.47036328871894
4763,For Sale,"5008 S Platte River Pkwy in Centennial, Littleton, 80123",639990.0,39.625945,-105.019675,80123.0,1818.0,3.0,4,352.029702970297
4764,For Sale,"5036 S Platte River Pkwy in Centennial, Littleton, 80123",670000.0,39.62515,-105.019731,80123.0,2063.0,3.0,4,324.7697527872031
4765,For Sale,"2695 W Grand Ave in Centennial, Littleton, 80123",474320.0,39.625972,-105.020168,80123.0,1380.0,2.0,3,343.71014492753625
4766,For Sale,"8934 W Union Ave in Southwest Denver, Littleton, 80123",370000.0,39.631626,-105.097487,80123.0,1710.0,3.0,2,216.37426900584796
4767,For Sale,"8481 W Union Ave Apt 12201 in Southwest Denver, Littleton, 80123",299000.0,39.633491,-105.093419,80123.0,1297.0,3.0,2,230.5319969159599
4768,For Sale,"8100 W Quincy Ave Apt B1 in Lake Chalet Condominiums, Denver, 80123",253000.0,39.637754,-105.088303,80123.0,1105.0,2.0,2,228.95927601809956
4769,For Sale,"5910 S Jellison St Apt D in Kipling Hills, Littleton, 80123",350000.0,39.608706,-105.107243,80123.0,2076.0,3.0,4,168.59344894026975
4770,For Sale,"5690 W Coal Mine Ave, Littleton, 80123",1400000.0,39.59391,-105.059403,80123.0,4300.0,7.0,6,325.5813953488372
4771,For Sale,"6245 W Long Dr in Southwest Denver, Littleton, 80123",759000.0,39.611937,-105.06602,80123.0,5107.0,6.0,5,148.61954180536517
4772,For Sale,"5895 Bellflower Dr in Goddard, Littleton, 80123",799999.0,39.609968,-105.045256,80123.0,3900.0,5.0,4,205.12794871794873
4773,For Sale,"9855 W Aqueduct Pl in Governors Ranch, Littleton, 80123",520000.0,39.617075,-105.108325,80123.0,2689.0,3.0,3,193.38043882484195
4774,For Sale,"5828 S Paintbrush Ct in Goddard, Littleton, 80123",950000.0,39.611367,-105.050491,80123.0,4241.0,5.0,4,224.00377269511907
4775,For Sale,"4451 S Ammons St Unit 308 in Southwest Denver, Littleton, 80123",285900.0,39.636651,-105.088192,80123.0,1245.0,3.0,2,229.63855421686748
4776,For Sale,"8 Arabian Pl in The Polo Reserve, Littleton, 80123",1449000.0,39.59226,-105.043958,80123.0,6480.0,5.0,4,223.61111111111111
4777,For Sale,"8 Wilder Ln in Goddard, Littleton, 80123",1220000.0,39.607807,-105.037293,80123.0,4794.0,4.0,4,254.48477263245724
4778,For Sale,"10 Wilder Ln in Goddard, Littleton, 80123",1210000.0,39.607803,-105.037954,80123.0,4500.0,3.0,4,268.8888888888889
4779,For Sale,"40 Brookhaven Dr in Columbine Valley, Littleton, 80123",1200000.0,39.60689,-105.03432,80123.0,5576.0,5.0,5,215.20803443328552
4780,For Sale,"5152 W Wagon Trail Rd in Bow Mar, Bow Mar, 80123",2750000.0,39.630214,-105.052841,80123.0,8192.0,6.0,6,335.693359375
4781,For Sale,"2691 W Grand Ave in Centennial, Littleton, 80123",449320.0,39.62597,-105.020026,80123.0,1380.0,2.0,3,325.59420289855075
4782,For Sale,"6547 S Benton Ct, Littleton, 80123",600000.0,39.597996,-105.056777,80123.0,4667.0,4.0,3,128.562245553889
4783,For Sale,"5010 S Platte River Pkwy in Centennial, Littleton, 80123",669990.0,39.625892,-105.019693,80123.0,2063.0,3.0,4,324.76490547746
4784,For Sale,"4 Willowcroft Ln in Columbine Valley, Littleton, 80123",899900.0,39.607584,-105.034715,80123.0,4348.0,3.0,3,206.96872125114996
4785,For Sale,"5002 S Prince Pl in Centennial, Littleton, 80123",604990.0,39.626214,-105.020214,80123.0,1778.0,3.0,4,340.26434195725534
4786,For Sale,"5900 S Watson Ln in Columbine Valley, Littleton, 80123",2350000.0,39.609774,-105.028291,80123.0,8842.0,5.0,6,265.77697353539924
4787,For Sale,"5038 S Platte River Pkwy in Centennial, Littleton, 80123",694990.0,39.625088,-105.019725,80123.0,1778.0,3.0,4,390.88301462317213
4788,For Sale,"5009 S Platte River Pkwy in Centennial, Littleton, 80123",449320.0,39.625957,-105.019937,80123.0,1380.0,2.0,3,325.59420289855075
4789,For Sale,"5001 S Platte River Pkwy in Centennial, Littleton, 80123",604990.0,39.626203,-105.01989,80123.0,1778.0,3.0,4,340.26434195725534
4790,For Sale,"5004 S Platte River Pkwy in Centennial, Littleton, 80123",649990.0,39.626058,-105.019635,80123.0,1778.0,3.0,4,365.5736782902137
4791,For Sale,"15 Wilder Ln in Goddard, Littleton, 80123",1210000.0,39.607219,-105.037686,80123.0,4156.0,4.0,4,291.1453320500481
4792,For Sale,"5006 S Platte River Pkwy in Centennial, Littleton, 80123",606380.0,39.625999,-105.019656,80123.0,2063.0,3.0,4,293.93116820164806
4793,For Sale,"6 Arabian Pl in The Polo Reserve, Littleton, 80123",1545000.0,39.592595,-105.045021,80123.0,7496.0,5.0,6,206.10992529348985
4794,For Sale,"5700 W Bowles Ave in Leawood, Littleton, 80123",900000.0,39.609215,-105.059437,80123.0,4743.0,5.0,4,189.75332068311195
4795,For Sale,"9888 W Crestone Mtn in Ken Caryl Ranch Plains, Littleton, 80127",549000.0,39.575474,-105.108176,80127.0,3075.0,4.0,4,178.53658536585365
4796,For Sale,"11240 W Tanforan Cir in Parkwood Estates, Littleton, 80127",559900.0,39.63109,-105.127321,80127.0,2895.0,3.0,3,193.40241796200345
4797,For Sale,"7423 S Quail Cir Apt 1515 in Fallingwater Condominiums, Littleton, 80127",239500.0,39.582556,-105.123583,80127.0,770.0,1.0,1,311.038961038961
4798,For Sale,"7422 S Quail Cir Apt 1628 in Fallingwater Condominiums, Littleton, 80127",370000.0,39.58286,-105.123066,80127.0,1425.0,3.0,2,259.64912280701753
4799,For Sale,"11113 W Fremont Pl in Meadows, Littleton, 80127",559000.0,39.584885,-105.124394,80127.0,2221.0,4.0,4,251.68842863574966
4800,For Sale,"9828 S Johnson Way, Littleton, 80127",600000.0,39.53814,-105.109966,80127.0,3353.0,3.0,3,178.94422904861318
4801,For Sale,"8 Red Fox Ln in North Ranch At Ken Caryl, Littleton, 80127",1179000.0,39.591862,-105.1716,80127.0,5676.0,4.0,5,207.7167019027484
4802,For Sale,"8005 W Spanish Peak in Plains Settlement, Littleton, 80127",349900.0,39.571429,-105.117529,80127.0,2527.0,3.0,3,138.46458250890385
4803,For Sale,"10109 W Fremont Ave in Ken Caryl Ranch Plains, Littleton, 80127",495000.0,39.586494,-105.111411,80127.0,2925.0,4.0,4,169.23076923076923
4804,For Sale,"170 Willowleaf Dr in Valley Heirloom, Littleton, 80127",749000.0,39.581728,-105.16606,80127.0,3532.0,5.0,4,212.0611551528879
4805,For Sale,"7877 Cathedral Peak in Ken Caryl Ranch Plains, Littleton, 80127",502000.0,39.573964,-105.121132,80127.0,3095.0,3.0,3,162.19709208400647
4806,For Sale,"5438 S Union Ct in Country West, Littleton, 80127",415000.0,39.618295,-105.133734,80127.0,1992.0,4.0,3,208.33333333333334
4808,For Sale,"9886 S Deer Creek Canyon Rd, Littleton, 80127",850000.0,39.538772,-105.190267,80127.0,2822.0,4.0,3,301.2048192771084
4809,For Sale,"7189 S Kline St in Ken Caryl Ranch Plains, Littleton, 80127",534900.0,39.586355,-105.111961,80127.0,2988.0,4.0,4,179.01606425702812
4810,For Sale,"10585 W Ontario Pl in Meadows, Littleton, 80127",600000.0,39.592552,-105.117146,80127.0,3655.0,5.0,4,164.15868673050616
4811,For Sale,"7551 S Lost Ranger Peak in Ken Caryl Ranch Plains, Littleton, 80127",665000.0,39.57985,-105.118496,80127.0,4184.0,4.0,3,158.93881453154876
4813,For Sale,"5844 S Vivian St, Littleton, 80127",490000.0,39.611005,-105.137018,80127.0,2300.0,3.0,3,213.04347826086956
4814,For Sale,"3 Black Bear Ln in North Ranch At Ken Caryl, Littleton, 80127",925000.0,39.597953,-105.172301,80127.0,5764.0,4.0,5,160.4788341429563
4815,For Sale,"7 Prairie Clover in Valley Legacy, Littleton, 80127",1299000.0,39.587543,-105.167918,80127.0,6270.0,6.0,5,207.17703349282297
4816,For Sale,"12137 W Brittany Ave in Summit Ridge at West Meadows, Littleton, 80127",482000.0,39.608619,-105.134853,80127.0,2465.0,5.0,4,195.53752535496957
4817,For Sale,"5100 S Van Gordon St in West Belleview, Littleton, 80127",1299999.0,39.623499,-105.135333,80127.0,4780.0,4.0,4,271.9663179916318
4818,For Sale,"11656 W Rowland Ave in Summit Ridge at West Meadows, Littleton, 80127",759000.0,39.595744,-105.129663,80127.0,4256.0,4.0,3,178.33646616541353
4819,For Sale,"7336 S Pierson St in Meadows, Littleton, 80127",505000.0,39.582805,-105.12738,80127.0,3240.0,5.0,4,155.8641975308642
4820,For Sale,"10165 W Layton Dr in Friendly Hills, Littleton, 80127",435000.0,39.629945,-105.111928,80127.0,1638.0,3.0,3,265.56776556776555
4821,For Sale,"7499 S Quail Cir Apt 1015 in Meadows, Littleton, 80127",225000.0,39.582592,-105.124467,80127.0,770.0,1.0,1,292.2077922077922
4822,For Sale,"7499 S Quail Cir Apt 1016 in Meadows, Littleton, 80127",223000.0,39.582592,-105.124467,80127.0,770.0,1.0,1,289.61038961038963
4823,For Sale,"4716 S Kline St in Friendly Hills, Littleton, 80127",475000.0,39.631242,-105.111719,80127.0,2085.0,3.0,3,227.81774580335733
4824,For Sale,"10537 E Spanish Peak in Plains Settlement, Littleton, 80127",370000.0,39.571222,-105.116209,80127.0,2533.0,4.0,4,146.0718515594157
4826,For Sale,"12118 W Dorado Pl Unit 105 in Westgold Meadows, Littleton, 80127",285000.0,39.613844,-105.134792,80127.0,1356.0,2.0,2,210.1769911504425
4827,For Sale,"12085 W Bowles Pl in Summit Ridge at West Meadows, Littleton, 80127",475000.0,39.609335,-105.135412,80127.0,2960.0,3.0,3,160.47297297297297
4828,For Sale,"6403 S Xenon Ct in Summit Ridge at West Meadows, Littleton, 80127",550000.0,39.599654,-105.141078,80127.0,3074.0,5.0,4,178.91997397527652
4829,For Sale,"7552 S Cottonwood Peak in Ken Caryl Ranch Plains, Littleton, 80127",634973.0,39.579339,-105.111538,80127.0,3240.0,4.0,3,195.97932098765432
4830,For Sale,"12348 W Dorado Pl Unit 206 in Westgold Meadows, Littleton, 80127",279900.0,39.614151,-105.13716,80127.0,1356.0,2.0,2,206.41592920353983
4831,For Sale,"20 Prairie Clover in Valley Legacy, Littleton, 80127",989000.0,39.587013,-105.170037,80127.0,4802.0,4.0,3,205.95585172844648
4832,For Sale,"10441 Hondah Dr, Littleton, 80127",609999.0,39.529506,-105.211348,80127.0,3620.0,3.0,2,168.50801104972376
4833,For Sale,"9186 W Freiburg Pl, Littleton, 80127",599000.0,39.537071,-105.102642,80127.0,3230.0,4.0,3,185.44891640866874
4834,For Sale,"9613 S Dudley Way, Littleton, 80127",569000.0,39.540982,-105.097182,80127.0,2729.0,3.0,4,208.50128252106998
4835,For Sale,"12654 W Bowles Pl in Summit Ridge at West Meadows, Littleton, 80127",425000.0,39.609307,-105.141407,80127.0,2720.0,3.0,3,156.25
4836,For Sale,"7156 S Eagles Nest Cir, Littleton, 80127",530000.0,39.587086,-105.134984,80127.0,2632.0,4.0,3,201.3677811550152
4837,For Sale,"10859 W Fair Ave in Foothill Green, Littleton, 80127",449950.0,39.604343,-105.120331,80127.0,1800.0,3.0,3,249.97222222222223
4838,For Sale,"3 N Ranch Rd in North Ranch At Ken Caryl, Littleton, 80127",959000.0,39.593164,-105.166745,80127.0,5134.0,4.0,4,186.79392286716012
4839,For Sale,"12158 W Dorado Pl Unit 204 in Westgold Meadows, Littleton, 80127",265000.0,39.613566,-105.135287,80127.0,1101.0,2.0,2,240.69028156221617
4840,For Sale,"11770 W Cooper Ave in Summit Ridge at West Meadows, Littleton, 80127",579900.0,39.600277,-105.130803,80127.0,3334.0,4.0,4,173.9352129574085
4841,For Sale,"6040 S Queen Way in Foothill Green, Littleton, 80127",420000.0,39.606688,-105.125635,80127.0,1862.0,4.0,2,225.5639097744361
4842,For Sale,"4759 S Routt Ct in Friendly Hills, Littleton, 80127",500000.0,39.630376,-105.128193,80127.0,2704.0,2.0,2,184.9112426035503
4843,For Sale,"10185 W Layton Dr in Friendly Hills, Littleton, 80127",424900.0,39.630124,-105.112145,80127.0,1666.0,3.0,2,255.0420168067227
4844,For Sale,"12005 W Ida Dr, Littleton, 80127",535000.0,39.610591,-105.133536,80127.0,3160.0,3.0,3,169.30379746835442
4845,For Sale,"11609 Elk Head Range Rd in Plains Sunset Ridge Thomes, Littleton, 80127",418000.0,39.575792,-105.129388,80127.0,2338.0,4.0,4,178.7852865697177
4846,For Sale,"7714 Gunsight Pass in Ken Caryl Ranch Plains, Littleton, 80127",539900.0,39.575707,-105.122271,80127.0,3674.0,5.0,4,146.9515514425694
4847,For Sale,"11402 Red Cloud Peak in Ken Caryl Ranch Plains, Littleton, 80127",490000.0,39.571649,-105.126128,80127.0,2366.0,3.0,3,207.10059171597632
4848,For Sale,"11358 W Radcliffe Dr in Friendly Hills, Littleton, 80127",419999.0,39.63686,-105.125791,80127.0,2666.0,3.0,4,157.53900975243812
4849,For Sale,"11431 Red Cloud Peak in Ken Caryl Ranch Plains, Littleton, 80127",499000.0,39.571616,-105.127077,80127.0,2222.0,3.0,3,224.57245724572456
4850,For Sale,"12476 W Prentice Pl in Westgold Meadows, Littleton, 80127",420000.0,39.619991,-105.139117,80127.0,1862.0,3.0,2,225.5639097744361
4851,For Sale,"6411 S Youngfield Ct in Summit Ridge at West Meadows, Littleton, 80127",475000.0,39.599482,-105.143808,80127.0,2347.0,4.0,3,202.3860247123988
4852,For Sale,"11461 W Cooper Dr in Powderhorn, Littleton, 80127",557500.0,39.598702,-105.126883,80127.0,3861.0,4.0,3,144.3926443926444
4853,For Sale,"4384 S Quail Way in Friendly Hills, Littleton, 80127",399900.0,39.637172,-105.125283,80127.0,1649.0,2.0,3,242.51061249241965
4854,For Sale,"8161 S Storm King Peak in Ken Caryl Ranch Plains, Littleton, 80127",649900.0,39.573231,-105.125429,80127.0,3700.0,5.0,4,175.64864864864865
4855,For Sale,"12208 W Dorado Pl Unit 308 in Westgold Meadows, Littleton, 80127",275000.0,39.613499,-105.135993,80127.0,1264.0,3.0,2,217.5632911392405
4856,For Sale,"4927 S Oak Ct in West Belleview, Littleton, 80127",444900.0,39.627165,-105.1203,80127.0,2756.0,3.0,3,161.42960812772134
4857,For Sale,"10399 W Fair Ave Apt E in Foothill Green South, Littleton, 80127",345000.0,39.604403,-105.114277,80127.0,2018.0,3.0,4,170.96134786917742
4858,For Sale,"17 Red Locust in Valley Traditions South, Littleton, 80127",675000.0,39.570654,-105.160562,80127.0,2960.0,4.0,4,228.04054054054055
4859,For Sale,"7408 S Alkire St Apt 201, Littleton, 80127",265000.0,39.582639,-105.133919,80127.0,993.0,2.0,2,266.8680765357503
4860,For Sale,"6465 S Parfet St in Powderhorn, Littleton, 80127",614900.0,39.599867,-105.121449,80127.0,3042.0,5.0,4,202.13675213675214
4861,For Sale,"4642 S Badger Ct in Friendly Hills, Littleton, 80127",479900.0,39.633045,-105.116145,80127.0,2355.0,4.0,3,203.7791932059448
4862,For Sale,"6763 S Robb Ct in Powderhorn, Littleton, 80127",735000.0,39.594032,-105.12641,80127.0,4829.0,3.0,3,152.2054255539449
4863,For Sale,"4924 S Newcombe Ct in West Belleview, Littleton, 80127",489000.0,39.627664,-105.118485,80127.0,2756.0,3.0,3,177.4310595065312
4864,For Sale,"5544 S Xenon Way in Westgold Meadows, Littleton, 80127",465000.0,39.616264,-105.140123,80127.0,2403.0,4.0,3,193.50811485642947
4865,For Sale,"15 Shining Oak Dr in Valley Barrington, Littleton, 80127",1200000.0,39.571418,-105.166635,80127.0,4770.0,5.0,4,251.57232704402514
4866,For Sale,"6552 S Pierson Ct in Powderhorn, Littleton, 80127",539900.0,39.597654,-105.122748,80127.0,3141.0,3.0,3,171.88793377905125
4867,For Sale,"5464 S Taft Ct in Westgold Meadows, Littleton, 80127",449500.0,39.61777,-105.131906,80127.0,2477.0,4.0,3,181.46951958013727
4868,For Sale,"11189 W Tulane Ave in Friendly Hills, Littleton, 80127",395000.0,39.633444,-105.123752,80127.0,1972.0,4.0,2,200.30425963488844
4869,For Sale,"6243 S Owens Ct in Foothill Green, Littleton, 80127",430000.0,39.603183,-105.121297,80127.0,1824.0,3.0,2,235.74561403508773
4870,For Sale,"10635 W Parkhill Ave in Foothill Green South, Littleton, 80127",439900.0,39.605914,-105.117386,80127.0,1808.0,3.0,3,243.30752212389382
4871,For Sale,"10773 W Hinsdale Dr in Ken Caryl Ranch Plains, Littleton, 80127",618900.0,39.584042,-105.119546,80127.0,3586.0,2.0,2,172.5878416062465
4872,For Sale,"14440 Eagle Vista Dr, Littleton, 80127",950000.0,39.447949,-105.178012,80127.0,5464.0,5.0,4,173.8653001464129
4873,For Sale,"6458 S Parfet Way in Powderhorn, Littleton, 80127",565000.0,39.59991,-105.122013,80127.0,4368.0,5.0,3,129.34981684981685
4874,For Sale,"10633 W Ontario Ave in Meadows, Littleton, 80127",779000.0,39.593333,-105.117596,80127.0,4286.0,4.0,4,181.7545496966869
4875,For Sale,"8846 S Kline St Unit 105 in Chatfield Bluffs, Littleton, 80127",335000.0,39.555605,-105.110617,80127.0,1134.0,2.0,2,295.41446208112876
4876,For Sale,"11963 W Long Cir Unit 203, Littleton, 80127",375000.0,39.612268,-105.131348,80127.0,1316.0,2.0,2,284.95440729483283
4877,For Sale,"10394 W Marlowe Pl in Friendly Hills, Littleton, 80127",424900.0,39.630586,-105.114748,80127.0,1623.0,4.0,2,261.79913739987677
4878,For Sale,"4521 S Queen St in Friendly Hills, Littleton, 80127",449999.0,39.634408,-105.125291,80127.0,2441.0,4.0,3,184.3502662843097
4879,For Sale,"10445 W Coal Mine Pl in Powderhorn, Littleton, 80127",639950.0,39.597573,-105.115676,80127.0,3247.0,5.0,3,197.08962118878966
4880,For Sale,"5153 S Miller St in Sunrise Creek, Littleton, 80127",1250000.0,39.622771,-105.115297,80127.0,8599.0,6.0,7,145.36574020234912
4881,For Sale,"6968 S Swadley Ct in Summit Ridge at West Meadows, Littleton, 80127",624900.0,39.597496,-105.130491,80127.0,3614.0,4.0,3,172.91090204759269
4882,For Sale,"5427 S Zang Ct in Belleview Farms, Littleton, 80127",525000.0,39.618717,-105.145642,80127.0,3554.0,4.0,4,147.72087788407427
4883,For Sale,"7435 S Alkire St Apt 205, Littleton, 80127",260000.0,39.581635,-105.134198,80127.0,993.0,2.0,2,261.8328298086606
4884,For Sale,"24 Long Spur in Valley Traditions, Littleton, 80127",624000.0,39.585203,-105.16575,80127.0,2385.0,5.0,4,261.6352201257862
4885,For Sale,"10577 W Maplewood Dr Apt A in Foothill Green South, Littleton, 80127",299000.0,39.605209,-105.115477,80127.0,1650.0,3.0,2,181.21212121212122
4886,For Sale,"5823 S Taft Way, Littleton, 80127",398000.0,39.611056,-105.133087,80127.0,2422.0,2.0,3,164.3270024772915
4887,For Sale,"7452 S Quail Cir Apt 126 in Meadows, Littleton, 80127",315000.0,39.581193,-105.12492,80127.0,1375.0,2.0,2,229.0909090909091
4888,For Sale,"4968 S Nelson St Apt D in West Belleview, Littleton, 80127",425000.0,39.626716,-105.116101,80127.0,2003.0,2.0,3,212.18172740888667
4889,For Sale,"6 Mountain Birch in Valley Legacy, Littleton, 80127",919500.0,39.586257,-105.168733,80127.0,4143.0,4.0,4,221.94062273714698
4890,For Sale,"10061 W Victoria Pl Unit 107 in Chatfield Bluffs, Littleton, 80127",315000.0,39.555154,-105.110354,80127.0,1134.0,2.0,2,277.77777777777777
4891,For Sale,"13455 Pioneer Trl, Littleton, 80127",1249000.0,39.474881,-105.162823,80127.0,5263.0,5.0,4,237.3171195135854
4892,For Sale,"6632 S Routt St in Powderhorn, Littleton, 80127",634000.0,39.596319,-105.126268,80127.0,3458.0,4.0,3,183.34297281665704
4893,For Sale,"65 Golden Eagle Ln in North Ranch At Ken Caryl, Littleton, 80127",1200000.0,39.59461,-105.174845,80127.0,5671.0,5.0,4,211.6028919061894
4894,For Sale,"10528 W Cooper Dr in Powderhorn, Littleton, 80127",629900.0,39.596184,-105.116109,80127.0,3249.0,4.0,4,193.87503847337643
4895,For Sale,"11868 W Coal Mine Dr in Summit Ridge at West Meadows, Littleton, 80127",464900.0,39.601707,-105.131936,80127.0,2368.0,4.0,3,196.32601351351352
4896,For Sale,"12146 W Belleview Dr in West Belleview, Littleton, 80127",700000.0,39.621117,-105.135385,80127.0,3217.0,3.0,2,217.5940317065589
4897,For Sale,"7388 S Alkire St Apt 203, Littleton, 80127",258000.0,39.582595,-105.132596,80127.0,993.0,2.0,2,259.81873111782477
